Marque,Modèle,year,road,boite,horsepower,fuel,nbre_portes,cylindrée,Prix
Mercedes,Classe E,2004,282 000 KM,Automatique,9 CV,Diesel,5,11 L,38000
Toyota,Autres,2017,380 KM,Manuelle,8 CV,Diesel,3,19 L,1
Kia,PICANTO,2019,65 800 KM,Manuelle,4 CV,Essence,5,3 L,43000
Seat,Leon,2016,138 000 KM,Manuelle,6 CV,Essence,3,3 L,56
Peugeot,406,1999,346 000 KM,Manuelle,6 CV,Diesel,5,11 L,18500
Renault,Clio,2019,93 000 KM,Manuelle,5 CV,Essence,5,3 L,40000
Toyota,Yaris,2018,168 KM,Manuelle,6 CV,Essence,5,5 L,43
Mazda,MAZDA3,2018,130 000 KM,Manuelle,6 CV,Essence,5,6 L,53
Toyota,Autres,1992,0 KM,Manuelle,10 CV,Diesel,5,19 L,19
Hyundai,H1,2013,111 111 KM,Manuelle,9 CV,Diesel,3,11 L,19500
Ford,FOCUS,2008,153 000 KM,Manuelle,6 CV,Essence,5,7 L,25000
Peugeot,206,2008,177 KM,Manuelle,6 CV,Essence,5,5 L,20
Peugeot,406,2000,240 KM,Manuelle,7 CV,Essence,5,,1111
Hyundai,I20,2019,83 000 KM,Manuelle,5 CV,Essence,5,3 L,42000
Mercedes,Classe C,2012,177 000 KM,Automatique,9 CV,Essence,5,9 L,60
Fiat,FIORINO,2016,150 KM,Manuelle,5 CV,Diesel,3,4 L,26
Citroen,C3 II,2014,93 390 KM,Manuelle,5 CV,Essence,5,3 L,27500
Peugeot,208,2018,100 000 KM,Manuelle,5 CV,Essence,5,5 L,35
Seat,Leon,2016,124 000 KM,Manuelle,6 CV,Essence,5,3 L,0
Dacia,SANDERO,2010,189 000 KM,Manuelle,5 CV,Essence,5,21 L,22000
Volkswagen,Polo,1998,140 000 KM,Manuelle,5 CV,Essence,5,6 L,10
Tata,TATA XENON X2 DOUBLE CABINE,2017,283 000 KM,Manuelle,7 CV,Diesel,5,13 L,35000
Citroen,C4,2006,250 000 KM,Manuelle,6 CV,Essence,5,,1
Mercedes,Classe Cla,2019,9 800 KM,Automatique,8 CV,Essence,5,6 L,150000
Volkswagen,Golf 8,2021,39 800 KM,Manuelle,7 CV,Essence,5,6 L,105000
Citroen,2CV,2024,100 KM,Automatique,4 CV,Diesel,3,16 L,1200
Bmw,M3,2010,122 000 KM,Manuelle,7 CV,Essence,3,7 L,48000
Volkswagen,Golf,2006,260 000 KM,Manuelle,9 CV,Essence,5,11 L,23
Fiat,500X,2020,100 000 KM,Automatique,7 CV,Essence,5,2 L,57000
Seat,Ibiza,2019,98 000 KM,Manuelle,4 CV,Essence,5,21 L,42000
Hyundai,ELANTRA,2016,140 000 KM,Automatique,8 CV,Essence,5,7 L,45000
Volkswagen,Crafter,1998,120 000 KM,Manuelle,8 CV,Diesel,3,21 L,43000
Volkswagen,Golf,2019,115 000 KM,Manuelle,6 CV,Essence,5,1 L,777777
Peugeot,308,2011,100 000 KM,Manuelle,7 CV,Essence,5,7 L,48000
Ford,FOCUS,2009,250 000 KM,Manuelle,6 CV,Essence,5,5 L,23500
Ford,ECOSPORT,2016,89 000 KM,Automatique,6 CV,Essence,5,6 L,56000
Citroen,DS4,2019,95 000 KM,Manuelle,7 CV,Essence,5,7 L,62000
Renault,Clio,1995,180 000 KM,Manuelle,5 CV,Essence,5,3 L,10500
Audi,Q3,2018,95 000 KM,Automatique,6 CV,Essence,5,,76000
Opel,Ampera,2022,100 KM,Automatique,6 CV,Diesel,3,19 L,3
Peugeot,207,2008,200 000 KM,Manuelle,6 CV,Essence,5,5 L,22700
Dacia,DOKKER,2013,152 000 KM,Manuelle,6 CV,Diesel,5,6 L,25500
Volkswagen,Amarok,2013,210 000 KM,Manuelle,7 CV,Diesel,5,10 L,52000
Citroen,C3 PLURIEL,2008,166 000 KM,Manuelle,5 CV,Essence,3,,24
Toyota,Hi Ace,2012,11 111 KM,Manuelle,10 CV,Diesel,3,21 L,16000
Citroen,C3,2017,140 000 KM,Manuelle,4 CV,Essence,5,3 L,34800
Peugeot,208,2016,158 000 KM,Manuelle,5 CV,Essence,5,3 L,29000
Renault,Clio,2018,130 000 KM,Manuelle,5 CV,Essence,5,,38500
Citroen,C3,2012,201 024 KM,Manuelle,5 CV,Essence,5,4 L,22500
Volkswagen,Caddy,2010,458 KM,Manuelle,8 CV,Diesel,3,10 L,15500
Renault,Clio,2007,205 000 KM,Manuelle,5 CV,Essence,5,,23000
Peugeot,Autres,2017,100 000 KM,Manuelle,5 CV,Diesel,4,,0
Ssangyong,Tivoli,2021,53 000 KM,Manuelle,6 CV,Essence,5,,60
Renault,Clio,2009,315 000 KM,Manuelle,5 CV,Essence,5,3 L,29000
Opel,Corsa,2016,220 000 KM,Manuelle,5 CV,Essence,3,31 L,26500
Ssangyong,Tivoli,2016,190 000 KM,Automatique,7 CV,Essence,5,7 L,52000
Toyota,C-hr,2018,59 000 KM,Automatique,6 CV,Essence,5,6 L,75000
Renault,Clio,2009,175 000 KM,Manuelle,5 CV,Essence,5,3 L,29000
Opel,Corsa,1996,250 KM,Manuelle,4 CV,Diesel,5,5 L,12500
Mercedes,Classe Gla,2019,80 KM,Automatique,11 CV,Essence,3,13 L,147000
Fiat,AUTRE,2014,100 000 KM,Manuelle,4 CV,Essence,5,3 L,29000
Volkswagen,Jetta,2010,0 KM,Manuelle,7 CV,Essence,5,7 L,31500
Peugeot,Partner,2006,248 000 KM,Manuelle,5 CV,Diesel,5,5 L,16900
Renault,Clio,2011,240 000 KM,Manuelle,5 CV,Essence,5,3 L,17000
Opel,Corsa,2015,144 000 KM,Manuelle,5 CV,Essence,5,,30500
Peugeot,206,2010,0 KM,Manuelle,5 CV,Essence,5,3 L,16800
Volkswagen,Polo,2006,0 KM,Manuelle,4 CV,Essence,5,3 L,13900
Volkswagen,Polo,2008,0 KM,Manuelle,5 CV,Diesel,5,3 L,16500
Renault,Clio,2004,0 KM,Manuelle,5 CV,Essence,5,7 L,0
Ssangyong,Tivoli,2016,190 000 KM,Automatique,7 CV,Essence,5,7 L,52000
Mercedes,Classe B,2007,370 000 KM,Manuelle,6 CV,Diesel,5,3 L,21950
Mercedes,Classe E,1987,300 000 KM,Manuelle,9 CV,Essence,5,7 L,12500
Ford,MONDEO,2022,31 000 KM,Automatique,7 CV,Essence,5,11 L,140000
Renault,Autres,2016,196 000 KM,Manuelle,5 CV,Essence,5,31 L,26000
Peugeot,208,2020,63 000 KM,Manuelle,4 CV,Essence,5,3 L,31500
Mahindra,KUV 100,2019,95 000 KM,Manuelle,5 CV,Essence,5,3 L,23500
Kia,SPORTAGE,2018,101 000 KM,Automatique,10 CV,Essence,5,6 L,89000
Mahindra,KUV 100,2021,34 000 KM,Manuelle,5 CV,Essence,5,3 L,36000
Nissan,Qashqai,2018,69 000 KM,Manuelle,7 CV,Essence,4,,66000
Skoda,Rapid,2019,45 000 KM,Manuelle,5 CV,Essence,5,1 L,59000
Hyundai,H1,2016,320 KM,Manuelle,10 CV,Diesel,5,6 L,34000
Seat,Ibiza,2011,251 000 KM,Manuelle,5 CV,Essence,5,3 L,25500
Mercedes,Classe A,2014,185 KM,Automatique,6 CV,Diesel,5,11 L,75000
Volkswagen,Polo,1999,300 KM,Manuelle,6 CV,Diesel,5,3 L,7500
Honda,AUTRE,2022,65 200 KM,Automatique,6 CV,Essence,5,,65000
Volkswagen,Amarok,2012,465 000 KM,Manuelle,7 CV,Diesel,5,8 L,58000
Volkswagen,Golf 6,2010,267 000 KM,Manuelle,6 CV,Diesel,5,7 L,34000
Mercedes,Classe C,2002,0 KM,Manuelle,9 CV,Essence,5,11 L,1234
Volkswagen,Polo,2011,255 000 KM,Manuelle,5 CV,Essence,5,3 L,28500
Chevrolet,AVEO,2012,160 000 KM,Manuelle,5 CV,Essence,5,3 L,23500
Bmw,X4,2021,99 000 KM,Automatique,10 CV,Diesel,5,11 L,250000
Citroen,BERLINGO,2017,235 000 KM,Manuelle,5 CV,Diesel,3,7 L,35
Mahindra,KUV 100,2019,68 000 KM,Manuelle,5 CV,Essence,5,3 L,31000
Volkswagen,Polo,2010,239 000 KM,Manuelle,5 CV,Essence,5,3 L,23000
Volkswagen,Golf 7,2018,40 KM,Manuelle,6 CV,Essence,5,7 L,70000
Fiat,SCUDO,2000,533 000 KM,Manuelle,7 CV,Diesel,3,10 L,13000
Mercedes,Classe Gla,2019,90 KM,Automatique,11 CV,Essence,3,,148500
Dacia,DUSTER,2013,226 817 KM,Manuelle,7 CV,Essence,5,,39000
Toyota,Yaris,2008,246 577 KM,Manuelle,4 CV,Essence,5,3 L,21500
MG,Autres,2017,120 226 KM,Automatique,9 CV,Essence,5,,60000
Citroen,C3,2017,74 000 KM,Manuelle,5 CV,Essence,5,1 L,32000
Peugeot,306,2000,250 000 KM,Manuelle,6 CV,Diesel,5,10 L,0
Mahindra,KUV 100,2019,95 000 KM,Manuelle,5 CV,Essence,5,3 L,23500
Renault,Megane,2004,160 000 KM,Manuelle,6 CV,Essence,5,5 L,19500
Volkswagen,Tiguan,2018,40 000 KM,Automatique,8 CV,Diesel,4,,120000
Audi,A6,2015,97 000 KM,Automatique,10 CV,Diesel,4,,100
Bmw,316,2010,180 000 KM,Manuelle,7 CV,Essence,3,7 L,45000
Nissan,Murano,2007,280 000 KM,Automatique,17 CV,Essence,5,15 L,32
Peugeot,Partner,2005,216 000 KM,Manuelle,6 CV,Essence,5,5 L,26500
Volkswagen,Polo,2002,100 KM,Manuelle,5 CV,Essence,5,22 L,16400
Ssangyong,Tivoli Xlv,2017,190 000 KM,Manuelle,7 CV,Essence,5,7 L,48000
Mazda,MAZDA3,2018,163 000 KM,Automatique,6 CV,Essence,5,6 L,0
Bmw,SERIE 4,2016,173 000 KM,Automatique,7 CV,Essence,5,6 L,0
Renault,Clio,2022,17 000 KM,Manuelle,5 CV,Essence,5,1 L,0
Audi,Q3,2023,12 000 KM,Automatique,9 CV,Essence,5,,205
Jeep,CHEROKEE,2003,254 000 KM,Automatique,15 CV,Essence,5,31 L,0
Ford,FUSION,2016,85 000 KM,Automatique,9 CV,Essence,5,6 L,0
Ford,AUTRE,2014,125 000 KM,Automatique,9 CV,Essence,5,7 L,0
Haval,H6,2020,103 000 KM,Automatique,9 CV,Essence,5,6 L,0
Nissan,Patrol,1999,480 000 KM,Manuelle,11 CV,Diesel,5,4 L,55000
Haval,H8,2017,48 000 KM,Automatique,15 CV,Essence,5,11 L,0
Mercedes,Classe Clk,2006,200 000 KM,Automatique,9 CV,Essence,3,,24000
Land rover,DISCOVERY,2017,187 000 KM,Automatique,10 CV,Diesel,5,11 L,0
Land rover,DISCOVERY,2015,125 000 KM,Automatique,9 CV,Diesel,5,13 L,0
Nissan,Patrol,2000,417 000 KM,Manuelle,11 CV,Diesel,5,19 L,0
Nissan,Patrol,2000,155 000 KM,Manuelle,11 CV,Diesel,5,19 L,0
Ford,AUTRE,2006,42 000 KM,Automatique,+20 CV,Essence,5,31 L,0
Mazda,MAZDA3,2017,150 000 KM,Manuelle,6 CV,Essence,5,7 L,55000
Mercedes,250,2013,180 000 KM,Automatique,12 CV,Diesel,5,12 L,0
Mercedes,Classe A,2013,166 000 KM,Manuelle,6 CV,Essence,5,7 L,0
Mercedes,Classe B,2010,155 000 KM,Automatique,6 CV,Essence,5,6 L,0
Mercedes,Classe E,2017,107 000 KM,Automatique,9 CV,Essence,5,7 L,0
Mercedes,Classe E,2009,238 KM,Automatique,9 CV,Diesel,5,12 L,0
Mahindra,KUV 100,2020,91 000 KM,Manuelle,5 CV,Essence,5,,30000
Peugeot,307,2006,281 KM,Manuelle,6 CV,Essence,5,5 L,0
Fiat,FIORINO,2009,250 000 KM,Manuelle,6 CV,Diesel,3,4 L,27000
Peugeot,208,2020,78 500 KM,Manuelle,4 CV,Essence,5,3 L,38000
Peugeot,3008,2012,376 KM,Manuelle,6 CV,Diesel,5,7 L,38000
Kia,PICANTO,2021,69 000 KM,Manuelle,4 CV,Essence,5,1 L,0
Mercedes,Classe S,1995,100 000 KM,Automatique,14 CV,Diesel,5,26 L,29500
Bmw,316,2012,350 000 KM,Automatique,7 CV,Essence,5,7 L,1
Volkswagen,Golf,2006,273 000 KM,Manuelle,6 CV,Diesel,5,10 L,18000
Mercedes,Classe A,2019,110 KM,Automatique,6 CV,Diesel,5,5 L,0
Ford,RANGER,2014,177 KM,Manuelle,7 CV,Diesel,5,13 L,60000
Opel,Astra,2013,230 000 KM,Manuelle,6 CV,Diesel,5,7 L,38500
Fiat,FIORINO,2019,220 000 KM,Manuelle,5 CV,Diesel,3,4 L,25800
Volkswagen,Passat,2001,350 KM,Manuelle,8 CV,Diesel,5,10 L,22000
Mercedes,Classe E,1982,350 000 KM,Manuelle,10 CV,Diesel,5,3 L,8000
Opel,Corsa,1995,200 KM,Manuelle,7 CV,Essence,3,31 L,12500
Volkswagen,Polo,2010,207 000 KM,Manuelle,5 CV,Essence,5,3 L,27200
Volkswagen,Polo,2010,14 KM,Manuelle,5 CV,Essence,5,21 L,16400
Ford,FIESTA,2015,190 000 KM,Manuelle,5 CV,Essence,5,3 L,30000
Chery,Tiggo,2022,33 KM,Automatique,9 CV,Essence,5,6 L,92
Kia,CERATO,2014,233 000 KM,Automatique,8 CV,Essence,5,6 L,42000
Volkswagen,Vento,1997,1 000 KM,Manuelle,6 CV,Diesel,5,10 L,13000
Fiat,PUNTO,1998,310 000 KM,Manuelle,4 CV,Essence,5,,10500
Suzuki,Jimny,2021,40 000 KM,Manuelle,6 CV,Essence,3,,87000
Mahindra,KUV 100,2020,90 KM,Manuelle,5 CV,Essence,5,3 L,30
Opel,Insignia,2010,169 344 KM,Manuelle,7 CV,Diesel,5,11 L,30000
Volkswagen,Passat,2005,300 KM,Manuelle,7 CV,Diesel,5,10 L,27000
Mercedes,Autres,1999,368 000 KM,Manuelle,7 CV,Diesel,5,21 L,25000
Peugeot,307,2003,255 KM,Manuelle,7 CV,Essence,5,7 L,22
Peugeot,307,2003,255 KM,Manuelle,7 CV,Essence,5,7 L,22
Volkswagen,Caddy,2011,200 KM,Manuelle,8 CV,Diesel,5,10 L,22200000
Volkswagen,Passat,2010,220 000 KM,Automatique,8 CV,Diesel,5,11 L,45000
Isuzu,AUTRE,1998,630 000 KM,Manuelle,10 CV,Diesel,5,16 L,40000
Haval,H2,2021,97 000 KM,Automatique,9 CV,Essence,5,6 L,68000
Bmw,SERIE 3 VI,2008,370 000 KM,Manuelle,7 CV,Essence,5,31 L,34000
Mercedes,Classe C,2010,237 000 KM,Automatique,9 CV,Essence,5,,55000
Mercedes,Classe A,2022,3 885 KM,Automatique,7 CV,Essence,5,,140000
Mercedes,Classe E,2017,106 000 KM,Automatique,9 CV,Essence,5,,140000
Mercedes,Classe Cla,2014,150 000 KM,Automatique,8 CV,Essence,5,,85000
Jeep,GRAND CHEROKEE,2018,145 000 KM,Automatique,20 CV,Essence,5,27 L,0
Jeep,AUTRE,2018,92 000 KM,Automatique,8 CV,Essence,5,5 L,75000
Fiat,AUTRE,2009,228 000 KM,Manuelle,6 CV,Essence,5,5 L,17500
Audi,A3 SPORTBACK,2018,157 000 KM,Manuelle,6 CV,Essence,5,,71000
Renault,Megane,2018,59 000 KM,Automatique,8 CV,Essence,5,,89000
Bmw,SERIE 4,2019,73 000 KM,Automatique,7 CV,Essence,5,21 L,125000
Mercedes,GLC,2018,89 000 KM,Automatique,10 CV,Diesel,5,31 L,230000
Bmw,520,2011,200 000 KM,Automatique,10 CV,Diesel,5,31 L,78000
Volkswagen,Polo,2000,2 474 575 345 KM,Manuelle,5 CV,Essence,5,,13500
Kia,RIO,2021,52 000 KM,Manuelle,5 CV,Essence,5,3 L,63000
Hyundai,I10,2017,33 000 KM,Manuelle,5 CV,Essence,5,3 L,39
Volkswagen,Tiguan,2019,147 000 KM,Automatique,8 CV,Diesel,5,11 L,132000
Kia,SPORTAGE,2021,93 000 KM,Manuelle,7 CV,Hybride,5,7 L,105000
Kia,RIO,2020,115 000 KM,Manuelle,5 CV,Essence,5,3 L,54000
Land rover,FREELANDER,2015,108 000 KM,Automatique,16 CV,Essence,5,11 L,85000
Chevrolet,AVEO,2017,107 000 KM,Manuelle,5 CV,Essence,5,3 L,32000
Ssangyong,Autres,2021,65 500 KM,Automatique,6 CV,Essence,5,7 L,64000
Peugeot,Autres,2020,153 000 KM,Manuelle,6 CV,Diesel,5,7 L,2
Kia,RIO,2017,145 KM,Manuelle,5 CV,Essence,5,,42000
Mahindra,AUTRE,2018,161 000 KM,Manuelle,9 CV,Diesel,3,11 L,1000
Mazda,MAZDA2,2017,180 KM,Manuelle,6 CV,Essence,5,4 L,35500
Citroen,C3,2018,72 000 KM,Manuelle,4 CV,Essence,5,3 L,55000
Mercedes,Classe A,2020,63 000 KM,Automatique,7 CV,Diesel,4,4 L,115000
Ford,FOCUS,2019,141 000 KM,Manuelle,6 CV,Essence,5,1 L,45000
Peugeot,Autres,2013,170 000 KM,Manuelle,5 CV,Essence,5,3 L,19000
Peugeot,Autres,2013,200 000 KM,Manuelle,5 CV,Essence,5,3 L,17500
Chevrolet,AUTRE,2019,106 KM,Manuelle,5 CV,Essence,5,,37000000
Opel,Astra,2004,0 KM,Manuelle,7 CV,Diesel,3,,5200
Volkswagen,Golf,2021,90 000 KM,Manuelle,5 CV,Essence,5,1 L,10
Suzuki,Celerio,2018,66 000 KM,Manuelle,4 CV,Essence,5,1 L,31500
Mazda,MAZDA2,2002,600 KM,Manuelle,12 CV,Diesel,5,6 L,33000
Seat,Ibiza,2018,77 000 KM,Manuelle,4 CV,Essence,5,1 L,44000
Hyundai,I10,2021,79 000 KM,Manuelle,5 CV,Essence,5,3 L,45000
Peugeot,208,2016,115 000 KM,Manuelle,5 CV,Essence,5,3 L,32000
Ford,FIESTA,2017,160 KM,Manuelle,5 CV,Essence,5,3 L,32
MG,Zs,2021,41 000 KM,Automatique,7 CV,Essence,5,6 L,73000
Volkswagen,Golf,2020,43 000 KM,Manuelle,6 CV,Essence,5,1 L,11
Hyundai,I10,2021,100 000 KM,Manuelle,5 CV,Essence,5,31 L,0
Renault,Clio,1999,450 KM,Manuelle,4 CV,Essence,5,1 L,14500
Peugeot,Autres,2015,160 388 KM,Manuelle,5 CV,Essence,5,3 L,21000
Mercedes,Sprinter,2010,300 KM,Manuelle,7 CV,Diesel,3,,40000
Volkswagen,Golf,2018,140 000 KM,Manuelle,5 CV,Essence,5,3 L,0
Renault,Megane,2019,98 000 KM,Manuelle,5 CV,Diesel,5,6 L,53
Peugeot,308,2020,83 000 KM,Manuelle,5 CV,Essence,5,3 L,46500
Nissan,Juke,2016,120 000 KM,Manuelle,6 CV,Essence,5,3 L,52000
Citroen,C3 II,2018,92 000 KM,Manuelle,4 CV,Essence,5,3 L,40
Peugeot,Autres,2016,260 000 KM,Manuelle,5 CV,Essence,3,2 L,19
Seat,Ibiza,2012,239 KM,Manuelle,5 CV,Essence,5,3 L,26000
Chevrolet,SPARK,2016,94 KM,Manuelle,5 CV,Essence,5,3 L,29
Chery,Tiggo,2023,7 850 KM,Automatique,6 CV,Diesel,4,1 L,18000
Kia,RIO,2022,52 000 KM,Manuelle,4 CV,Essence,5,3 L,55500
Opel,Corsa,2014,175 000 KM,Manuelle,5 CV,Essence,5,3 L,26000
Volkswagen,Golf 7,2015,200 KM,Manuelle,5 CV,Essence,5,3 L,10
Hyundai,I10,2019,90 700 KM,Automatique,5 CV,Essence,5,3 L,39000
Renault,Clio,1993,233 000 KM,Manuelle,5 CV,Essence,3,1 L,0
Renault,Megane,2019,183 000 KM,Manuelle,6 CV,Diesel,5,6 L,63000
Hyundai,AUTRE,2023,180 KM,Automatique,7 CV,Diesel,4,,1
Fiat,AUTRE,1980,400 KM,Manuelle,12 CV,Diesel,3,19 L,28
Mazda,AUTRE,2010,168 000 KM,Automatique,20 CV,Diesel,4,28 L,39500
Chevrolet,AVEO,2007,197 000 KM,Manuelle,5 CV,Essence,5,3 L,17500
Alfa romeo,GIULIETTA,2012,176 000 KM,Manuelle,7 CV,Essence,5,5 L,35000
Ssangyong,Actyon,2012,330 KM,Manuelle,7 CV,Diesel,5,,26
Nissan,Terrano,1995,340 KM,Manuelle,11 CV,Diesel,5,18 L,13500
Hyundai,I20,2013,120 000 KM,Manuelle,4 CV,Essence,5,3 L,29000
Fiat,500,2013,195 000 KM,Manuelle,4 CV,Essence,3,,29500
Toyota,Autres,2021,38 500 KM,Automatique,5 CV,Essence,5,3 L,41000
Kia,SPORTAGE,2021,105 000 KM,Automatique,7 CV,Hybride,5,7 L,110000
Renault,Clio,2021,99 000 KM,Manuelle,5 CV,Essence,5,1 L,0
Kia,RIO,2021,63 000 KM,Manuelle,5 CV,Essence,5,5 L,56000
Kia,RIO,2022,61 000 KM,Manuelle,5 CV,Essence,5,3 L,1000
Suzuki,Celerio,2021,77 000 KM,Manuelle,4 CV,Essence,5,1 L,32200
Hyundai,I10,2017,30 000 KM,Manuelle,5 CV,Essence,5,3 L,42000
Peugeot,206,2010,320 000 KM,Manuelle,6 CV,Essence,5,5 L,15000
Ford,FOCUS,2001,400 000 KM,Manuelle,5 CV,Diesel,5,9 L,12345
Renault,R5,2000,,Manuelle,5 CV,Essence,5,1 L,4700
Mazda,CX-9,2013,,Manuelle,5 CV,Essence,5,3 L,0
Hyundai,I10,2020,83 000 KM,Automatique,5 CV,Essence,5,3 L,0
Fiat,UNO,2003,,Manuelle,4 CV,,5,1 L,6000
Kia,PICANTO,2021,,Manuelle,5 CV,Essence,5,1 L,43500
Kia,SPORTAGE,2014,233 000 KM,Manuelle,9 CV,Diesel,5,,54000
Renault,Clio,2004,259 000 KM,Manuelle,5 CV,Essence,5,5 L,13
Fiat,AUTRE,2009,200 000 KM,Manuelle,6 CV,Essence,5,5 L,25000
Peugeot,206,2012,70 000 KM,Manuelle,4 CV,Diesel,5,,14500
Fiat,500,2009,184 KM,Manuelle,4 CV,Essence,3,3 L,27
Ford,FOCUS,2017,170 000 KM,Manuelle,6 CV,Essence,5,,41000
Dacia,DUSTER,2012,270 KM,Manuelle,5 CV,Diesel,5,6 L,37000
Mini,AUTRE,2004,265 KM,Manuelle,7 CV,Essence,3,,22000
Volkswagen,Polo,1999,0 KM,Manuelle,4 CV,Essence,5,1 L,11700
Fiat,GRANDE PUNTO,2013,156 000 KM,Manuelle,4 CV,Essence,5,1 L,18900
Opel,Corsa,2006,,Manuelle,4 CV,Essence,5,1 L,12500
Peugeot,206,2008,245 000 KM,Manuelle,5 CV,Essence,5,5 L,18000
Mahindra,XUV 300,2023,3 000 KM,Manuelle,6 CV,Essence,5,3 L,61500
Kia,SPORTAGE,2013,194 KM,Manuelle,7 CV,Diesel,5,,61000
Hyundai,TUCSON,2020,96 000 KM,Automatique,8 CV,Essence,5,,1
Peugeot,307,2003,280 KM,Manuelle,5 CV,Essence,5,5 L,19000
Peugeot,508,2012,187 KM,Manuelle,9 CV,Essence,5,,29
Renault,Clio,2017,110 000 KM,Manuelle,5 CV,Essence,5,3 L,41500
Peugeot,208,2014,90 KM,Manuelle,4 CV,Essence,5,1 L,29
Ford,TRANSIT,2021,59 000 KM,Manuelle,7 CV,Diesel,3,13 L,70000
Bmw,525,2006,0 KM,Automatique,12 CV,Diesel,5,16 L,0
Mercedes,Classe C,2010,129 000 KM,Manuelle,9 CV,Diesel,4,,59000
Renault,Megane,2006,220 KM,Manuelle,6 CV,Essence,5,5 L,22500
Mahindra,KUV 100,2021,28 000 KM,Manuelle,5 CV,Essence,5,2 L,37000
Peugeot,206,2007,348 500 KM,Manuelle,6 CV,Essence,5,,17000
Fiat,GRANDE PUNTO,2011,205 937 KM,Manuelle,5 CV,Essence,5,3 L,19900
Fiat,GRANDE PUNTO,2011,205 937 KM,Manuelle,5 CV,Essence,5,3 L,19900
Volkswagen,Polo,1997,340 KM,Manuelle,4 CV,Essence,5,5 L,12600
Toyota,Autres,2019,500 000 KM,Manuelle,9 CV,Diesel,3,10 L,0
Skoda,Fabia,2018,240 000 KM,Manuelle,4 CV,Essence,5,1 L,36500
Kia,RIO,2012,230 KM,Manuelle,5 CV,Essence,5,,30000
Volkswagen,Golf,2010,0 KM,Manuelle,5 CV,Essence,5,5 L,17500
Hyundai,I10,2020,85 500 KM,Manuelle,5 CV,Essence,5,3 L,35500
Peugeot,Autres,2014,177 000 KM,Manuelle,5 CV,Essence,5,3 L,22400
Land rover,EVOQUE,2019,80 500 KM,Automatique,8 CV,Diesel,5,,205000
Nissan,Juke,2013,19 000 KM,Automatique,7 CV,Essence,5,3 L,45000
Bmw,520,2016,109 000 KM,Automatique,9 CV,Essence,5,11 L,105000
Peugeot,106,1997,300 KM,Manuelle,4 CV,Essence,5,5 L,12800
Volkswagen,Polo,2004,230 000 KM,Manuelle,4 CV,Essence,5,1 L,17000
Fiat,DOBLO,2014,256 KM,Manuelle,5 CV,Diesel,5,4 L,33000
Seat,Ibiza,2010,200 000 KM,Manuelle,5 CV,Essence,5,3 L,28
MG,Zs,2019,75 000 KM,Automatique,7 CV,Essence,5,6 L,65000
Peugeot,3008,2021,170 000 KM,Automatique,10 CV,Diesel,5,6 L,89000
Kia,PICANTO,2017,93 KM,Automatique,5 CV,Essence,5,,111
Mahindra,KUV 100,2020,28 000 KM,Manuelle,5 CV,Essence,5,1 L,39000
Audi,A4,2014,205 000 KM,Automatique,7 CV,Diesel,4,,51000
Peugeot,Partner,2012,359 KM,Manuelle,5 CV,Diesel,5,7 L,22000
Isuzu,AUTRE,2000,600 000 KM,Manuelle,9 CV,Diesel,3,,22000
Hyundai,H1,2006,300 KM,Manuelle,10 CV,Diesel,3,8 L,12500
Renault,Clio,2003,120 KM,Manuelle,5 CV,Essence,5,3 L,2222
Peugeot,208,2023,88 000 KM,Manuelle,5 CV,Diesel,5,,42000
Peugeot,Expert,2019,295 000 KM,Manuelle,7 CV,Diesel,3,6 L,52000
Mercedes,Classe E,2004,30 000 KM,Automatique,9 CV,Diesel,5,11 L,34000
Citroen,XSARA,2005,9 999 KM,Manuelle,6 CV,Diesel,5,1 L,8500
Peugeot,Partner,2009,143 KM,Manuelle,7 CV,Diesel,5,10 L,17
Volkswagen,Golf,2012,240 000 KM,Manuelle,5 CV,Diesel,5,11 L,39000
Mercedes,Classe A,2019,60 000 KM,Automatique,8 CV,Essence,5,4 L,145000
Volkswagen,Golf 4,2000,320 000 KM,Manuelle,6 CV,Diesel,5,10 L,21500
Fiat,GRANDE PUNTO,2009,252 000 KM,Manuelle,5 CV,Essence,5,5 L,21500
Peugeot,307,2004,400 KM,Manuelle,4 CV,Diesel,5,5 L,15000
Mini,AUTRE,2006,101 000 KM,Automatique,11 CV,Essence,3,7 L,27
Peugeot,Partner,2020,100 000 KM,Manuelle,5 CV,Diesel,5,6 L,56800
Seat,Leon,2017,141 000 KM,Manuelle,6 CV,Essence,5,3 L,50000
Mercedes,Classe A,2019,102 000 KM,Automatique,7 CV,Essence,5,5 L,99000
Nissan,Qashqai,2019,100 000 KM,Automatique,6 CV,Essence,5,3 L,78000
Kia,RIO,2021,32 000 KM,Manuelle,5 CV,Essence,5,3 L,56000
Ford,FIESTA,2010,188 KM,Manuelle,5 CV,Essence,5,,23
Bmw,SERIE 4,2020,66 000 KM,Automatique,7 CV,Essence,5,7 L,138000
Bmw,118,2016,168 000 KM,Automatique,7 CV,Essence,5,7 L,72500
Volkswagen,Golf 7,2015,147 KM,Manuelle,5 CV,Essence,5,3 L,58000
Peugeot,Autres,2020,153 000 KM,Manuelle,6 CV,Diesel,5,7 L,2
Dacia,DOKKER,2016,188 000 KM,Manuelle,6 CV,Diesel,3,21 L,24500
Opel,Astra,2019,128 000 KM,Manuelle,6 CV,Diesel,5,7 L,47000
